Month,CNG ONLY,DI METHYL ETHER,DIESEL,DIESEL/HYBRID,DUAL DIESEL/BIO CNG,DUAL DIESEL/CNG,DUAL DIESEL/LNG,ELECTRIC BOV,ETHANOL E,FUEL CELL HYDROGEN,LNG,LPG ONLY,METHANOL,NOT APPLICABLE,PETROL,PETROL E,PETROL E /CNG,PETROL E /HYBRID,PETROL E /HYBRID/CNG,PETROL E /LPG,PETROL/CNG,PETROL/HYBRID,PETROL/HYBRID/CNG,PETROL/LPG,PETROL/METHANOL,PLUG IN HYBRID EV,PURE EV,SOLAR,STRONG HYBRID EV,Total
2022-08,"24,376",0,"192,183",123,0,0,0,"89,008",0,0,0,"1,123",0,"5,088","1,312,876",1,1,0,0,1,"36,015","18,879",1,"1,120",0,0,1,0,0,"1,680,796"
2022-09,"26,999",0,"189,825",73,0,0,1,"94,916",0,0,0,"1,380",0,"6,322","1,199,283",0,0,0,1,0,"31,971","19,573",5,"1,011",0,0,0,0,0,"1,571,360"
2022-10,"31,082",0,"205,426",105,0,1,0,"117,504",0,0,0,"1,549",0,"5,921","1,866,536",0,1,0,0,0,"45,415","27,685",4,"1,194",0,0,0,0,0,"2,302,423"
2022-11,"33,343",0,"221,793",116,0,0,0,"121,591",0,0,10,"1,797",0,"7,119","1,966,460",1,0,0,0,0,"39,231","25,985",1,781,0,0,0,0,1,"2,418,229"
2022-12,"27,191",0,"202,799",146,0,0,0,"105,007",0,0,10,"1,390",0,"6,665","1,249,481",0,0,0,0,0,"33,939","24,597",2,687,0,0,0,0,0,"1,651,914"
2023-01,"31,199",0,"220,569",161,0,0,0,"102,885",0,0,0,"1,637",0,"5,658","1,417,476",0,0,0,0,1,"45,926","30,297",4,995,0,0,0,0,0,"1,856,808"
2023-02,"31,309",0,"208,040",146,0,0,0,"107,213",0,0,13,"1,947",0,"5,922","1,383,462",715,2,0,0,0,"30,928","31,515",10,916,0,0,0,0,0,"1,802,138"
2023-03,"34,391",0,"239,252",121,0,0,0,"140,920",0,0,23,"1,698",0,"5,957","1,560,539","12,743",1,0,0,1,"35,175","37,957",5,"1,052",0,0,0,0,0,"2,069,835"
2023-04,"29,925",0,"197,432",122,0,0,0,"111,366",0,0,11,"1,545",0,"5,445","1,320,928","18,139",0,0,0,0,"33,997","27,867",6,643,0,0,0,0,0,"1,747,426"
2023-05,"31,107",0,"207,962",135,0,0,0,"158,472",0,0,22,"1,999",0,"5,247","1,546,369","25,679",0,0,1,0,"39,280","26,137",4,519,0,0,1,0,0,"2,042,934"
2023-06,"35,393",0,"230,308",140,0,0,0,"102,641",0,0,13,"2,167",0,"5,711","1,409,929","31,858",0,0,0,0,"43,543","26,416",0,525,0,0,1,0,1,"1,888,646"
2023-07,"36,195",0,"219,752",137,0,0,0,"116,615",0,0,4,"2,282",0,"5,139","1,307,950","36,253",0,0,0,0,"44,993","23,169",4,474,0,0,1,0,0,"1,792,968"
2023-08,"38,523",0,"209,543",141,0,0,0,"127,205",0,0,54,"2,453",0,"5,438","1,339,256","44,690",1,0,0,0,"51,734","25,662",6,464,0,0,0,0,1,"1,845,171"
2023-09,"39,439",0,"198,114",296,0,0,0,"128,558",0,0,8,"2,541",0,"4,617","1,401,736","46,478",0,0,1,0,"56,217","26,788",1,425,0,0,0,0,0,"1,905,219"
2023-10,"42,054",0,"217,479",365,0,0,0,"140,392",0,0,40,"3,224",0,"5,589","1,599,575","53,508",0,0,0,0,"61,211","27,351",4,447,0,0,1,0,1,"2,151,241"
2023-11,"39,872",0,"213,505",307,0,0,0,"154,188",0,0,49,"2,931",0,"4,983","2,325,669","62,560",0,0,0,1,"61,105","26,139",3,419,0,0,0,0,0,"2,891,731"
2023-12,"31,920",0,"205,066",392,0,0,0,"141,965",0,0,7,"2,390",0,"6,375","1,511,642","47,242",1,0,0,0,"45,443","21,891",4,300,0,0,8,0,1,"2,014,647"
2024-01,"39,517",0,"246,089",442,0,0,0,"145,066",0,0,0,"2,555",0,"6,072","1,558,395","57,165",1,0,0,1,"69,222","31,266",9,621,0,0,0,0,0,"2,156,421"
2024-02,"37,375",0,"229,942",402,0,0,0,"141,741",0,0,38,"2,654",0,"6,279","1,498,798","52,616",1,0,0,0,"53,112","30,457",4,473,0,0,0,1,1,"2,053,894"
2024-03,"36,308",0,"231,244",579,0,0,0,"209,898",0,1,41,"2,735",0,"5,661","1,524,178","52,075",1,0,0,0,"53,227","27,166",6,514,0,0,"3,227",0,"1,701","2,148,562"
2024-04,"32,893",0,"209,306",630,0,0,0,"113,408",0,6,42,"2,115",0,"4,750","1,717,313","55,679",0,0,0,0,"59,409","26,751",7,575,0,0,"2,515",0,"3,081","2,228,480"
2024-05,"37,091",0,"208,861",461,0,0,20,"123,951",0,4,45,"2,453",0,"4,788","1,576,285","54,363",0,0,0,0,"57,800","23,097",2,490,0,1,"16,714",0,"3,506","2,109,932"
2024-06,"35,422",0,"197,568",343,0,0,1,"109,468",0,0,39,"2,476",0,"4,262","1,407,192","50,015",0,0,0,1,"52,958","20,603",2,572,0,0,"30,677",0,"4,224","1,915,823"
2024-07,"39,443",0,"221,165",371,0,0,0,"128,695",0,2,16,"2,965",0,"4,134","1,463,262","54,573",0,0,0,3,"60,720","22,437",3,762,0,2,"51,494",0,"7,074","2,057,121"
2024-08,"41,527",0,"199,212",343,0,0,0,"107,163",0,0,29,"3,348",0,"4,223","1,367,354","52,021",0,0,0,0,"59,686","21,236",6,667,0,1,"50,133",0,"7,803","1,914,752"
2024-09,"41,160",0,"190,459",373,0,0,0,"97,480",0,0,48,"2,986",0,"4,196","1,211,651","50,100",3,0,0,1,"52,688","19,562",3,560,0,11,"63,009",0,"6,862","1,741,152"
2024-10,"58,478",0,"254,472",513,0,0,0,"110,635",12,0,40,"3,203",0,"6,623","2,112,039","68,304",1,0,0,0,"103,758","32,034",2,"1,028",0,14,"109,091",0,"9,943","2,870,190"
2024-11,"48,518",0,"226,498",403,0,0,0,"96,553",63,0,0,"2,701",0,"6,224","2,602,058","68,426",1,0,0,0,"61,412","20,756",0,633,0,6,"96,590",0,"7,083","3,237,925"
2024-12,"34,597",0,"222,728",398,0,0,0,"73,338",109,2,11,"2,445",0,"5,767","1,244,276","41,675",3,0,0,0,"53,380","19,582",1,435,0,7,"69,822",0,"7,215","1,775,791"
Total,"1,801,858",1,"46,341,128","171,109",2,108,23,"4,961,338",276,30,661,"169,859",34,"1,727,458","281,341,924","1,037,124",50,2,9,41,"5,820,675","1,134,983",185,"1,524,288",4,42,"493,307","1,864","58,499","346,586,882"
