Month,Year,Month_Number,Month_Name,fuel_CNG ONLY,fuel_DI METHYL ETHER,fuel_DIESEL,fuel_DIESEL/HYBRID,fuel_DUAL DIESEL/BIO CNG,fuel_DUAL DIESEL/CNG,fuel_DUAL DIESEL/LNG,fuel_ELECTRIC BOV,fuel_ETHANOL E,fuel_FUEL CELL HYDROGEN,fuel_LNG,fuel_LPG ONLY,fuel_METHANOL,fuel_NOT APPLICABLE,fuel_PETROL,fuel_PETROL E,fuel_PETROL E /CNG,fuel_PETROL E /HYBRID,fuel_PETROL E /HYBRID/CNG,fuel_PETROL E /LPG,fuel_PETROL/CNG,fuel_PETROL/HYBRID,fuel_PETROL/HYBRID/CNG,fuel_PETROL/LPG,fuel_PETROL/METHANOL,fuel_PLUG IN HYBRID EV,fuel_PURE EV,fuel_SOLAR,fuel_STRONG HYBRID EV,fuel_Total,class_Adapted Vehicle,class_Agricultural Tractor,class_Ambulance,class_Animal Ambulance,class_Armoured/Specialised Vehicle,class_Articulated Vehicle,class_Auxiliary Trailer,class_Breakdown Van,class_Bulldozer,class_Bus,class_Camper Van / Trailer,class_Camper Van / Trailer (Private Use),class_Cash Van,class_Construction Equipment Vehicle,class_Construction Equipment Vehicle (Commercial),class_Crane Mounted Vehicle,class_Dumper,class_Earth Moving Equipment,class_Educational Institution Bus,class_Excavator (Commercial),class_Excavator (NT),class_Fire Fighting Vehicle,class_Fire Tenders,class_Fork Lift,class_Goods Carrier,class_Harvester,class_Hearses,class_Library Van,class_Luxury Cab,class_M-Cycle/Scooter,class_M-Cycle/Scooter-With Side Car,class_Maxi Cab,class_Mobile Canteen,class_Mobile Clinic,class_Mobile Workshop,class_Modular Hydraulic Trailer,class_Moped,class_Motor Cab,class_Motor Car,class_Motor Caravan,class_Motor Cycle/Scooter-SideCar(T),class_Motor Cycle/Scooter-Used For Hire,class_Motor Cycle/Scooter-With Trailer,class_Motorised Cycle (CC 25cc),class_Omni Bus,class_Omni Bus (Private Use),class_Power Tiller,class_Power Tiller (Commercial),class_Private Service Vehicle,class_Private Service Vehicle (Individual Use),class_Puller Tractor,class_Quadricycle (Commercial),class_Quadricycle (Private),class_Recovery Vehicle,class_Road Roller,class_School Bus,class_Semi-Trailer (Commercial),class_Snorked Ladders,class_Three Wheeler (Goods),class_Three Wheeler (Passenger),class_Three Wheeler (Personal),class_Tow Truck,class_Tower Wagon,class_Tractor (Commercial),class_Tractor-Trolley(Commercial),class_Trailer (Agricultural),class_Trailer (Commercial),class_Trailer For Personal Use,class_Tree Trimming Vehicle,class_Vehicle Fitted With Compressor,class_Vehicle Fitted With Generator,class_Vehicle Fitted With Rig,class_Vintage Motor Vehicle,class_X-Ray Van,class_e-Rickshaw with Cart (G),class_e-Rickshaw(P),class_Total,category_FOUR WHEELER (Invalid Carriage),category_HEAVY GOODS VEHICLE,category_HEAVY MOTOR VEHICLE,category_HEAVY PASSENGER VEHICLE,category_LIGHT GOODS VEHICLE,category_LIGHT MOTOR VEHICLE,category_LIGHT PASSENGER VEHICLE,category_MEDIUM GOODS VEHICLE,category_MEDIUM MOTOR VEHICLE,category_MEDIUM PASSENGER VEHICLE,category_OTHER THAN MENTIONED ABOVE,category_THREE WHEELER (Invalid Carriage),category_THREE WHEELER(NT),category_THREE WHEELER(T),category_TWO WHEELER (Invalid Carriage),category_TWO WHEELER(NT),category_TWO WHEELER(T),category_Total
2019-11,2019,11,November,2978,0,260949,1538,0,1,0,19007,0,0,4,264,1,7664,2178922,0,0,0,0,0,41805,7304,3,10158,0,0,0,0,0,2530598,763,45640,786,1,0,860,0,4,0,4075,72,47,43,2073,61,545,868,1114,1012,530,797,32,18,138,67860,626,6,2,638,1916808,2597,2134,1,27,6,0,49676,12445,285484,0,12,1171,0,34916,256,1275,4,0,269,186,0,49,11,13,23,0,0,1,11657,50836,136,3,2,8848,392,3723,3400,0,0,42,14,106,0,0,709,14755,2530598,152,16733,503,2502,60868,337555,18881,3475,1313,1227,3904,0,1866,75941,591,2003903,1184,2530598
2019-12,2019,12,December,2315,0,228961,974,0,0,0,17036,1,0,0,282,1,8285,1589528,0,0,0,0,0,32557,5511,1,7592,0,0,0,0,0,1893044,680,52730,945,4,0,913,0,3,0,3548,59,22,28,1973,49,470,748,922,899,507,807,25,26,94,54587,591,12,0,469,1382024,1674,2005,1,9,1,0,42114,10428,220424,0,16,1170,0,26373,278,943,6,0,192,164,0,27,19,23,32,0,0,0,9790,41726,122,4,3,9570,424,4054,3736,2,0,34,9,126,0,0,605,13805,1893044,114,14769,438,2105,51083,279689,16319,2992,1320,1049,3696,0,1306,64304,531,1452142,1187,1893044
2020-01,2020,1,January,3180,0,275005,1396,1,0,0,16853,0,0,3,177,0,8467,1638175,0,0,0,0,0,43577,6052,0,9790,0,0,2,0,0,2002678,880,57303,753,6,0,1074,6,4,0,4708,59,41,150,2101,53,514,902,1028,923,462,778,47,18,93,68417,628,15,1,473,1387386,1489,2432,2,14,1,0,43476,14680,295597,0,18,1345,0,23282,261,1039,6,0,197,227,0,52,13,17,23,0,0,0,10697,47737,95,13,2,9095,607,4369,3460,1,0,62,4,180,0,0,626,12736,2002678,165,18159,540,2776,60948,359725,21098,3623,1582,1306,3606,0,1452,70117,645,1455573,1363,2002678
2020-02,2020,2,February,3649,0,261994,745,0,0,0,16573,1,0,10,338,1,8451,1620505,2,0,0,0,0,34144,5278,0,9723,0,0,0,0,0,1961414,1528,49476,783,7,0,1580,4,3,0,6285,77,40,265,2368,72,572,1224,1150,1458,598,840,38,21,92,75228,1021,24,0,659,1404484,1422,2392,2,23,2,0,45333,11962,230670,0,38,886,0,22671,228,1044,2,0,169,177,0,30,8,15,27,0,0,0,12190,49154,105,14,3,10553,573,4397,3715,2,1,54,29,145,0,1,510,12970,1961414,143,22243,554,4045,65694,287467,19055,3998,1584,1618,4348,0,1692,72866,1343,1473840,924,1961414
2020-03,2020,3,March,6932,0,306450,593,0,2,0,14060,0,0,4,1232,0,8198,2212744,1,0,0,0,0,26698,7820,0,8987,0,0,0,0,0,2593721,3835,49597,1810,7,1,2136,9,2,0,13454,64,70,218,3012,92,650,2214,1273,4148,680,834,128,110,120,96890,1353,99,4,658,1978570,2982,2722,4,49,18,0,61842,10009,218152,0,58,927,0,27836,446,1160,4,1,584,270,0,54,23,33,35,1,1,0,18884,55880,127,14,2,10528,592,4044,3617,4,0,66,32,170,0,1,370,10141,2593721,149,28420,638,7969,81862,275082,21907,5318,1919,4416,5262,0,1337,83666,3624,2071167,985,2593721
2020-04,2020,4,April,1989,0,47287,113,0,0,0,981,0,0,0,76,0,496,431062,0,0,0,0,0,3464,495,0,803,0,0,0,0,0,486766,740,5638,292,8,0,135,0,0,0,3234,33,15,37,487,30,141,268,287,1267,158,110,30,54,12,16721,160,12,0,62,399204,301,760,1,33,9,0,13875,1135,23206,0,11,209,0,2943,112,292,1,0,54,24,0,24,2,11,9,0,0,1,3620,8859,5,8,0,747,35,217,203,0,0,23,3,27,0,0,63,808,486766,104,3323,190,2223,14216,29452,3862,772,303,1130,1005,0,17,13091,559,416299,220,486766
2020-05,2020,5,May,190,0,18552,0,0,0,0,1310,0,0,0,194,0,1964,217794,1,0,0,0,0,1579,1709,0,242,0,0,0,0,0,243535,58,9871,43,87,0,1,0,0,0,3,3,0,0,355,10,29,1,126,2,74,76,0,0,5,688,73,2,0,2,184046,163,59,0,0,0,0,6521,452,32062,0,1,43,0,2136,1,51,1,0,3,40,0,0,0,0,2,0,0,0,471,1102,14,0,0,2264,35,1330,608,0,0,0,0,0,0,0,30,591,243535,15,90,34,2,2694,43777,1082,61,179,1,454,0,82,2126,42,192852,44,243535
2020-06,2020,6,June,1867,0,94761,3,0,0,0,6487,1,0,0,785,0,6564,1012542,0,0,0,0,0,9424,6606,3,760,0,0,0,0,0,1139803,203,47882,124,147,0,6,0,0,0,46,12,8,4,1655,36,201,15,790,11,213,318,0,0,35,9285,384,0,0,207,871718,870,200,0,0,0,0,26598,2084,133504,0,1,109,0,13211,5,192,0,0,7,54,0,0,0,3,19,0,0,0,3058,5698,23,0,0,9584,257,3929,2486,1,0,12,1,2,0,0,347,4248,1139803,94,464,168,20,19211,186786,3592,258,1023,25,2265,0,292,13039,109,912347,110,1139803
2020-07,2020,7,July,2443,0,149026,1,0,0,0,7798,0,0,0,909,1,6894,1141361,1,0,0,0,0,13861,6705,1,1214,0,0,0,0,0,1330215,774,83146,358,1,0,58,0,0,0,107,30,9,0,1953,19,335,88,885,22,268,518,1,0,71,18282,597,2,0,345,970278,1033,261,0,0,1,1,28651,2670,169384,0,1,99,0,15482,10,325,0,0,39,54,0,0,0,3,16,0,0,0,3662,7060,23,1,0,10376,553,4486,2014,2,0,16,2,5,0,0,487,5351,1330215,97,1360,267,27,28412,258125,4413,582,1370,65,2861,0,211,16246,676,1015403,100,1330215
2020-08,2020,8,August,2896,0,148742,3,0,0,0,8555,1,0,0,895,0,6700,1206464,1,0,0,1,1,17647,8525,2,1150,0,0,0,0,0,1401583,307,71415,532,131,0,112,4,0,0,184,31,13,4,2068,19,350,154,815,26,272,443,2,0,75,25407,675,4,0,134,1014207,1170,269,0,2,1,0,35240,2687,194371,0,6,79,1,14706,49,308,2,0,64,59,0,0,0,2,26,0,0,0,4657,8100,45,0,1,9579,536,4211,2130,0,0,10,2,0,0,0,652,5234,1401583,120,2634,262,54,33478,271266,4479,891,1198,123,3009,0,295,18204,185,1065299,86,1401583
2020-09,2020,9,September,4146,0,173119,42,0,0,0,11349,0,0,0,1333,0,8169,1336556,0,0,0,0,0,17852,9842,6,2379,0,0,0,0,0,1564793,730,70999,916,84,0,230,4,1,0,486,31,31,5,2853,108,467,373,1178,123,511,679,4,11,90,37362,1099,8,0,275,1128837,958,468,5,7,2,0,37280,3449,212143,0,8,111,0,15574,81,550,2,0,152,101,0,0,0,7,15,0,0,0,6413,12681,73,1,1,10880,797,5167,2556,3,0,20,3,23,0,0,671,7096,1564793,132,5282,367,224,44636,289629,6039,1858,1712,276,4640,0,486,26179,598,1182616,119,1564793
2020-10,2020,10,October,5002,0,169562,13,0,0,0,11459,0,0,0,1313,0,8306,1430895,1,0,0,0,0,24635,11203,1,1792,0,0,0,0,0,1664182,630,57216,661,1,0,246,0,2,0,397,16,25,2,2461,136,416,525,992,63,337,688,9,4,87,43290,907,16,0,130,1183315,1067,536,2,2,1,0,34025,3310,269748,0,5,580,0,16479,59,513,8,0,111,98,0,2,0,9,13,0,0,0,6662,12137,63,4,1,9914,493,5790,2098,1,0,16,4,15,0,0,710,7134,1664182,130,7508,295,193,45351,334164,5876,2245,1826,228,3867,0,1246,25309,498,1234861,585,1664182
2020-11,2020,11,November,6114,0,179238,6,0,1,0,13378,0,0,0,1341,0,7797,1874229,0,1,0,1,0,27145,13002,6,1850,0,0,0,0,0,2124109,602,54458,825,3,0,303,0,2,0,466,15,24,75,2630,153,404,630,828,73,378,649,0,2,82,49000,755,14,0,112,1578674,1875,559,0,3,4,0,40397,3736,317288,0,9,528,0,23226,35,691,7,0,140,86,0,0,0,6,19,0,0,0,7315,11954,45,5,0,8703,397,5401,2085,1,0,22,4,26,0,0,722,7663,2124109,161,9039,338,221,47941,378934,6553,2645,1564,293,3823,0,740,26800,436,1644084,537,2124109
2020-12,2020,12,December,4876,0,201095,9,0,0,0,15853,0,0,0,1321,0,8185,1848668,2,1,0,0,0,26130,12712,1,2030,0,0,0,0,0,2120883,1248,73181,733,10,0,518,0,0,0,461,31,31,95,3109,426,502,924,1110,50,506,916,3,3,142,49114,926,10,1,86,1572480,1084,576,1,5,1,0,39030,3493,295464,0,3,758,0,22297,41,606,7,0,99,103,0,0,0,7,23,0,0,0,7215,13965,51,3,0,11034,491,5355,2391,4,0,21,5,27,0,0,907,9200,2120883,164,12019,403,215,48531,375575,6016,2906,2088,235,5026,0,672,30390,1078,1634803,762,2120883
2021-01,2021,1,January,6071,0,195408,9,0,0,0,17028,0,0,0,1082,0,7668,1587985,0,1,0,0,0,32621,13716,4,2970,0,0,0,0,0,1864563,1015,66031,609,3,1,654,4,0,0,769,19,13,22,3079,282,559,1011,957,99,492,936,7,4,108,53358,1148,4,0,120,1313033,1021,572,8531,5,2,0,32520,4249,303807,0,8,892,0,16340,44,495,4,0,129,70,0,0,0,7,25,0,2,1,7572,16822,41,7,0,8521,444,4965,2299,5,0,26,5,49,0,1,702,10043,1864563,184,15155,368,381,46033,385081,6909,3629,1937,418,4914,0,824,34158,829,1362843,900,1864563
2021-02,2021,2,February,10966,0,192599,6,0,0,0,20062,0,0,0,889,1,7603,1430244,0,0,0,0,0,27845,11363,6,3352,0,0,0,0,0,1704936,964,63136,850,3,0,805,0,1,0,925,13,15,31,3445,358,560,912,1125,107,451,969,6,2,136,55621,1218,6,0,127,1191745,1008,606,638,6,4,0,31272,4558,271134,0,8,786,0,17272,66,560,6,0,139,76,0,0,0,5,35,0,0,0,7421,17254,55,5,10,8510,136,4891,2605,0,0,27,5,24,0,0,2220,10063,1704936,205,17257,455,431,46087,341680,7411,3905,1811,481,5633,0,880,35910,756,1241240,794,1704936
2021-03,2021,3,March,13615,0,220037,0,0,0,0,28104,0,0,0,764,0,9560,1556117,0,0,0,0,0,30770,13056,2,3958,0,0,0,0,0,1875983,1154,72220,642,9,0,968,0,2,0,1159,50,27,75,4708,479,819,1131,1699,137,653,1185,20,6,150,63000,1518,15,0,154,1299225,1087,691,16,8,27,0,31448,5740,301688,0,16,1177,0,20314,60,633,4,0,190,107,0,0,0,7,41,0,0,0,8890,18893,67,1,0,9495,179,6195,3168,1,0,38,10,35,0,0,2739,11813,1875983,226,19913,645,586,51849,382382,8811,4884,2231,607,7779,0,824,41193,923,1351937,1193,1875983
2021-04,2021,4,April,8517,0,139878,4,0,5,0,15020,0,0,0,1320,0,5112,1115169,0,0,0,0,0,18177,8676,3,1333,0,0,0,0,0,1313214,733,37204,861,2,0,1000,0,4,0,1050,20,32,54,2438,184,440,719,923,109,302,361,43,12,106,47580,707,8,0,81,924252,822,412,5,6,6,0,22675,3679,218712,0,22,494,0,11617,48,424,0,0,111,91,0,0,0,12,16,0,0,1,5519,10897,42,7,4,5513,138,2984,1987,0,0,22,4,18,0,0,772,6929,1313214,171,16553,385,702,35195,260719,6312,3612,1124,349,3790,0,483,23454,558,959291,516,1313214
2021-05,2021,5,May,2243,0,57606,3,0,1,0,3605,0,0,0,319,0,1440,519182,0,0,0,0,0,10231,3302,1,271,0,0,0,0,0,598204,160,16185,967,4,0,308,0,4,0,478,17,6,29,763,77,180,221,185,29,90,119,12,9,67,15754,292,6,0,31,443125,471,153,7,17,0,0,9307,1250,90820,0,5,17,0,6341,14,183,0,0,69,46,0,0,0,2,4,0,0,0,1495,2465,14,1,1,3063,30,721,668,0,0,5,3,2,0,0,125,1787,598204,99,6507,151,259,11675,108712,3005,830,448,216,1207,0,95,5727,61,459190,22,598204
2021-06,2021,6,June,7088,0,145587,3,0,4,0,12330,0,0,0,476,0,3828,1210819,0,1,0,0,0,17318,7872,2,971,0,0,0,0,0,1406299,495,56526,1460,4,0,550,0,2,0,855,25,14,91,1501,230,472,523,455,106,220,380,21,2,145,33182,1033,13,0,36,1040697,872,408,2,1,24,0,22090,2823,200284,0,3,120,0,12354,67,327,0,0,76,56,0,0,0,3,10,0,0,0,4646,5864,11,1,1,7119,97,2337,1440,2,0,10,0,19,0,0,762,5432,1406299,197,10002,313,484,29445,260611,5892,2000,1126,437,2972,0,163,16279,297,1075958,123,1406299
2021-07,2021,7,July,13898,0,209322,3,0,1,0,28164,0,0,0,1324,1,6391,1468084,0,0,0,0,0,30587,13425,6,1536,0,0,0,0,0,1772742,1957,89999,1787,8,0,766,4,1,0,942,33,17,11,2285,229,507,491,619,92,216,393,19,22,130,48694,1151,14,0,72,1240517,1016,501,2,4,3,0,34064,4787,278154,0,1,289,0,15982,72,456,2,0,138,114,0,0,0,8,12,0,0,0,7343,12026,47,4,1,8879,130,4538,1760,3,0,19,2,14,0,0,1222,10173,1772742,203,11687,345,590,44209,374729,8485,2744,1480,475,3849,0,282,30091,1753,1291530,290,1772742
2021-08,2021,8,August,16268,0,191910,5,0,2,0,30832,0,0,0,1405,0,6841,1272912,0,1,0,0,0,28872,12789,0,1533,0,0,0,0,0,1563370,1053,75748,1660,4,40,779,1,1,0,831,51,48,71,2133,297,487,496,552,102,160,389,12,7,111,49810,1161,16,0,57,1058493,939,490,2,16,2,0,29972,4148,270048,0,6,348,0,14304,51,753,1,0,145,140,0,0,0,9,14,0,0,0,7175,13638,57,8,2,7088,133,4693,2032,3,0,25,5,5,0,1,1002,11545,1563370,184,12840,333,612,43208,352713,7255,2875,1347,336,3651,0,376,32738,866,1103682,354,1563370
2021-09,2021,9,September,20894,0,167968,0,0,0,0,36601,0,0,0,1498,0,7000,1192218,0,0,0,0,0,23532,11139,2,1418,0,0,0,0,0,1462270,1186,55963,1724,3,14,996,0,2,0,872,35,55,206,2901,508,557,679,934,129,194,632,12,10,165,53725,1259,22,0,51,989094,803,575,3,16,4,1,28874,4214,248038,0,5,684,0,13403,48,450,5,0,206,144,0,0,0,8,45,0,1,0,7558,16327,66,11,2,5721,192,5114,1702,3,0,25,4,17,0,0,1257,14816,1462270,205,15190,473,587,43037,310990,7402,3656,1721,383,5051,0,398,39349,979,1032160,689,1462270
2021-10,2021,10,October,21937,0,152806,1,0,0,0,40959,0,0,0,1270,0,7305,1292462,0,2,0,0,0,20835,13357,3,1133,0,0,0,0,0,1552070,1474,46001,1549,9,6,1012,0,1,0,923,29,34,96,2265,297,426,742,577,185,133,566,10,10,155,53829,1016,5,0,33,1091818,988,525,0,12,3,0,29710,3533,240905,0,7,932,0,14377,75,411,0,0,144,87,0,0,2,8,32,0,0,0,7778,17807,51,7,1,6506,133,5335,1815,1,0,13,2,11,0,0,1252,16406,1552070,148,16412,397,584,41919,293767,7344,3541,1369,400,3995,0,723,42355,1324,1136853,939,1552070
2021-11,2021,11,November,22777,0,158433,2,0,1,0,45088,0,0,0,1663,0,6011,1763465,1,0,0,0,0,21801,12618,4,1295,0,0,0,1,0,2033160,1101,49348,1040,4,30,854,0,0,0,729,27,48,61,1981,394,440,702,598,252,110,577,7,10,130,55349,613,13,0,147,1540817,1950,544,1,14,2,0,35965,4386,255366,0,12,791,0,21177,38,530,0,0,149,90,0,0,0,5,29,0,0,0,7839,18556,56,4,2,6558,159,3881,1972,1,0,15,6,12,0,0,1099,16569,2033160,177,15476,380,375,44694,310302,7674,3485,1298,390,3518,0,480,43355,923,1599830,803,2033160
2021-12,2021,12,December,22039,0,180378,2,0,1,0,53746,0,0,3,1403,0,7366,1463828,2,0,0,0,0,23743,10478,7,1232,0,0,0,0,0,1764228,850,68460,1067,5,0,1043,0,0,0,1423,30,30,226,1837,627,520,780,567,429,94,560,11,10,123,54638,791,12,1,172,1254311,912,537,6,13,3,0,31503,5189,257573,0,7,1718,6,15126,60,439,1,0,166,71,0,6,0,7,16,0,0,1,7564,17342,65,3,2,6926,200,4898,2289,1,0,10,14,11,0,0,1491,21435,1764228,169,15985,506,1037,45005,332515,8179,3527,1265,527,3724,0,450,47168,678,1301762,1731,1764228
2022-01,2022,1,January,23558,0,180227,3,0,3,0,51485,0,0,0,1242,0,5978,1318421,0,0,0,0,0,32340,11582,1,1304,0,0,0,0,0,1626144,859,61452,1104,11,0,1433,0,1,0,1425,38,51,445,1935,486,507,968,532,277,59,526,15,5,131,63868,652,6,0,153,1112506,751,498,6,9,11,0,26049,6838,271161,0,10,1060,0,13829,52,394,3,0,142,50,0,3,0,14,13,0,0,0,7038,18362,69,5,3,5982,174,4041,1728,1,0,16,1,14,0,0,1341,17031,1626144,185,20717,503,961,48262,338598,9377,3876,1154,531,3502,0,475,43169,674,1153090,1070,1626144
2022-02,2022,2,February,20921,0,171937,4,0,0,0,58097,0,0,0,1018,0,6949,1241779,0,0,0,1,0,35244,9981,4,972,0,0,0,0,0,1546907,1390,53801,762,225,3,1416,5,1,0,1544,44,37,203,2020,382,476,907,615,294,70,530,10,14,131,60227,1147,6,2,164,1065722,805,462,2,8,6,0,26126,5625,251398,0,7,1080,0,13608,70,295,1,0,140,48,0,1,0,11,10,0,1,0,7323,16612,44,8,2,5745,163,4441,2338,3,0,9,3,6,0,0,1760,16598,1546907,223,20338,440,1069,44958,311532,8364,3476,1147,585,4187,0,542,41560,1166,1106233,1087,1546907
2022-03,2022,3,March,25309,0,214610,3,0,0,0,83101,1,0,0,1277,0,8266,1421647,0,1,0,1,0,40139,8673,1,1253,0,0,0,0,0,1804282,2303,68809,1455,110,13,1800,0,1,0,1559,39,61,145,2591,419,689,1219,766,354,95,613,67,11,156,72825,1864,6,2,203,1238284,1045,684,1,19,4,1,30287,7631,281881,0,16,869,0,16601,87,430,1,0,174,90,0,7,1,15,25,0,0,0,8713,20355,91,5,2,7488,173,5357,2736,0,0,14,7,16,0,0,2316,20681,1804282,251,25200,523,883,55006,358356,11652,3763,1622,702,5396,1,634,51163,2049,1286196,885,1804282
2022-04,2022,4,April,23880,0,189844,4,0,0,0,77612,1,0,0,1010,0,5268,1462821,0,0,0,0,0,37782,7616,2,1176,0,0,0,0,0,1807016,2469,49461,1173,14,34,2165,1,3,0,1994,43,66,146,2348,463,556,899,783,669,65,462,69,12,131,72600,821,3,1,160,1281412,984,822,2,19,4,0,30023,7835,274851,0,4,1616,1,14902,106,551,4,1,224,79,0,9,4,8,19,0,0,0,7831,17869,61,15,3,4820,101,3690,1466,1,0,12,4,13,0,0,1600,18439,1807016,198,27254,497,1038,49813,329376,11708,4021,1160,1006,4207,0,626,44913,2270,1327308,1621,1807016
2022-05,2022,5,May,19473,0,184053,23,0,0,0,69920,0,0,0,765,0,5729,1508611,0,0,0,1,0,36135,16227,2,1181,0,0,0,0,0,1842120,1716,58738,1222,6,41,1599,0,2,0,2015,40,94,163,2098,442,565,954,708,1144,66,420,38,46,111,60839,664,7,1,200,1320645,1094,842,2,19,4,0,28992,8462,274870,0,101,1593,0,14725,118,460,1,0,197,53,0,17,5,9,22,0,0,0,6909,15297,55,7,3,5180,298,3008,2375,0,0,18,8,14,0,0,1816,20962,1842120,213,21832,467,860,44377,338747,13103,3034,1159,1183,3872,0,648,44038,1503,1365390,1694,1842120
2022-06,2022,6,June,19868,0,193144,58,0,1,0,75878,0,0,0,993,0,6573,1362795,0,1,0,0,1,36701,13061,3,1156,0,0,0,0,0,1710233,1302,62806,1423,5,63,1479,0,1,0,2724,37,120,55,2394,448,503,817,682,2145,67,383,72,14,138,59928,438,8,4,229,1179888,877,919,4,40,6,0,29267,8717,270240,0,4,1747,0,16188,145,352,3,0,183,57,0,17,10,16,17,0,6,0,7326,16386,54,7,4,6776,527,3858,2181,0,1,21,4,19,0,0,1842,24239,1710233,230,19858,470,904,46913,338870,14381,2880,1150,2181,3852,0,707,48826,1071,1226189,1751,1710233
2022-07,2022,7,July,21456,0,198418,80,0,0,0,80874,0,0,0,861,0,6192,1259813,0,2,0,0,1,35653,12538,2,1077,0,0,1,0,0,1616968,1593,67574,869,5,1,1482,0,1,0,3182,55,87,296,2030,412,484,676,595,2416,68,341,71,7,134,58811,421,7,0,250,1087479,824,1165,3,11,3,0,27395,10053,259463,0,9,1250,0,18822,119,403,0,0,271,66,0,17,8,15,19,1,0,0,6614,18761,46,25,1,7032,400,4021,1756,1,0,5,5,13,0,0,1996,27028,1616968,215,18188,456,1217,48187,332626,15605,2695,1027,2176,3249,0,861,53321,1378,1134508,1259,1616968
2022-08,2022,8,August,24377,0,192183,123,0,0,0,89008,0,0,0,1123,0,5088,1312869,1,1,0,0,1,36020,18878,1,1120,0,0,1,0,0,1680794,1254,58770,1588,5,6,1374,4,2,0,2902,57,74,160,1701,363,455,649,580,2272,63,365,66,12,108,60408,539,8,0,314,1130735,1772,1239,2,9,6,0,27908,10827,281719,0,12,1655,0,18380,135,384,0,0,205,76,0,32,3,6,6,0,0,0,7051,22976,59,11,0,5718,284,3106,1638,0,0,15,7,13,0,0,1445,29261,1680794,237,19149,386,1320,46943,344975,16882,2802,927,1983,3109,0,1220,59394,1017,1178783,1667,1680794
2022-09,2022,9,September,26998,0,189819,73,0,0,1,94916,0,0,0,1380,0,6322,1199279,0,0,0,1,0,31978,19570,6,1011,0,0,0,0,0,1571354,895,52940,956,17,0,1710,0,0,0,2822,31,35,273,2186,379,442,735,636,1511,67,495,27,15,120,64839,757,8,0,382,1029772,1229,1205,2,31,2,0,27732,11708,264386,0,8,1337,0,18280,168,328,0,0,315,69,0,35,8,11,12,0,0,0,7100,26904,61,10,1,6613,221,4305,1715,4,0,12,4,15,0,0,1781,33692,1571354,226,21111,437,1274,50024,323099,16926,3054,1280,1727,4189,0,1773,67219,669,1077001,1345,1571354
2022-10,2022,10,October,31083,0,205428,105,0,1,0,117504,0,0,0,1549,0,5921,1866527,0,1,0,0,0,45425,27685,4,1195,0,0,0,0,0,2302428,757,53441,572,5,18,2398,1,1,0,2553,36,63,40,2355,533,440,915,836,1014,46,575,22,7,101,68300,480,3,1,131,1654880,1692,1127,1,13,2,0,39523,12528,343791,0,17,2133,0,26800,181,241,0,0,325,66,0,45,6,11,18,0,0,0,8060,30827,48,2,1,4907,208,4168,1503,0,0,22,4,12,0,0,2019,31603,2302428,254,22659,515,1206,51756,402521,15763,3042,1366,1352,4156,0,2381,69926,504,1722877,2150,2302428
2022-11,2022,11,November,33341,0,221794,116,0,0,0,121590,0,0,10,1797,0,7119,1966455,1,0,0,0,0,39237,25984,1,782,0,0,0,0,1,2418228,882,70861,875,6,4,2168,0,2,1,2762,54,57,70,2911,504,544,1163,867,915,54,613,40,15,106,73174,669,6,0,362,1785713,2084,1039,3,17,0,0,38952,12502,292296,0,13,2314,1,27106,180,188,2,0,281,30,2,45,4,10,26,0,1,1,9318,34470,48,1,0,7199,704,4278,2086,0,0,14,3,14,0,0,1949,35649,2418228,301,24743,500,1460,58110,368520,15859,3237,1470,1336,4990,0,2002,78961,581,1853830,2328,2418228
2022-12,2022,12,December,27191,0,202799,146,0,0,0,105007,0,0,10,1390,0,6665,1249474,0,0,0,0,0,33942,24598,2,688,0,0,0,0,0,1651912,1098,71161,753,8,4,1939,0,0,0,2505,80,43,50,2754,569,534,1023,734,715,31,739,55,13,104,60969,1207,13,1,112,1089400,944,806,9,9,1,0,25520,12458,270540,0,5,2106,0,18576,198,141,0,0,402,26,0,42,6,14,30,0,0,0,8307,29203,49,6,0,6344,1020,3912,1696,1,0,9,16,14,0,0,1965,30923,1651912,258,21256,551,1222,48788,346873,14974,2583,1266,1298,5945,0,1950,67625,840,1134372,2111,1651912
2023-01,2023,1,January,31201,0,220566,161,0,0,0,102885,0,0,0,1636,0,5658,1417465,0,0,0,0,1,45934,30293,5,997,0,0,0,0,0,1856802,924,67203,792,6,20,2439,1,3,1,2971,67,46,150,2674,531,589,1137,742,676,24,630,71,15,91,75453,942,4,1,375,1222338,930,1024,0,427,2,0,26001,14449,329780,0,13,1043,0,18770,305,161,1,0,377,25,0,47,5,9,24,0,0,0,8383,31423,61,9,2,5030,590,3361,1654,0,0,10,9,27,0,0,1985,29949,1856802,249,26689,466,1441,56345,401723,17866,3134,1135,1314,5247,0,1960,69505,675,1267997,1056,1856802
