Month,Year,Month_Number,Month_Name,fuel_CNG ONLY,fuel_DI METHYL ETHER,fuel_DIESEL,fuel_DIESEL/HYBRID,fuel_DUAL DIESEL/BIO CNG,fuel_DUAL DIESEL/CNG,fuel_DUAL DIESEL/LNG,fuel_ELECTRIC BOV,fuel_ETHANOL E,fuel_FUEL CELL HYDROGEN,fuel_LNG,fuel_LPG ONLY,fuel_METHANOL,fuel_NOT APPLICABLE,fuel_PETROL,fuel_PETROL E,fuel_PETROL E /CNG,fuel_PETROL E /HYBRID,fuel_PETROL E /HYBRID/CNG,fuel_PETROL E /LPG,fuel_PETROL/CNG,fuel_PETROL/HYBRID,fuel_PETROL/HYBRID/CNG,fuel_PETROL/LPG,fuel_PETROL/METHANOL,fuel_PLUG IN HYBRID EV,fuel_PURE EV,fuel_SOLAR,fuel_STRONG HYBRID EV,fuel_Total,class_Adapted Vehicle,class_Agricultural Tractor,class_Ambulance,class_Animal Ambulance,class_Armoured/Specialised Vehicle,class_Articulated Vehicle,class_Auxiliary Trailer,class_Breakdown Van,class_Bulldozer,class_Bus,class_Camper Van / Trailer,class_Camper Van / Trailer (Private Use),class_Cash Van,class_Construction Equipment Vehicle,class_Construction Equipment Vehicle (Commercial),class_Crane Mounted Vehicle,class_Dumper,class_Earth Moving Equipment,class_Educational Institution Bus,class_Excavator (Commercial),class_Excavator (NT),class_Fire Fighting Vehicle,class_Fire Tenders,class_Fork Lift,class_Goods Carrier,class_Harvester,class_Hearses,class_Library Van,class_Luxury Cab,class_M-Cycle/Scooter,class_M-Cycle/Scooter-With Side Car,class_Maxi Cab,class_Mobile Canteen,class_Mobile Clinic,class_Mobile Workshop,class_Modular Hydraulic Trailer,class_Moped,class_Motor Cab,class_Motor Car,class_Motor Caravan,class_Motor Cycle/Scooter-SideCar(T),class_Motor Cycle/Scooter-Used For Hire,class_Motor Cycle/Scooter-With Trailer,class_Motorised Cycle (CC 25cc),class_Omni Bus,class_Omni Bus (Private Use),class_Power Tiller,class_Power Tiller (Commercial),class_Private Service Vehicle,class_Private Service Vehicle (Individual Use),class_Puller Tractor,class_Quadricycle (Commercial),class_Quadricycle (Private),class_Recovery Vehicle,class_Road Roller,class_School Bus,class_Semi-Trailer (Commercial),class_Snorked Ladders,class_Three Wheeler (Goods),class_Three Wheeler (Passenger),class_Three Wheeler (Personal),class_Tow Truck,class_Tower Wagon,class_Tractor (Commercial),class_Tractor-Trolley(Commercial),class_Trailer (Agricultural),class_Trailer (Commercial),class_Trailer For Personal Use,class_Tree Trimming Vehicle,class_Vehicle Fitted With Compressor,class_Vehicle Fitted With Generator,class_Vehicle Fitted With Rig,class_Vintage Motor Vehicle,class_X-Ray Van,class_e-Rickshaw with Cart (G),class_e-Rickshaw(P),class_Total,category_FOUR WHEELER (Invalid Carriage),category_HEAVY GOODS VEHICLE,category_HEAVY MOTOR VEHICLE,category_HEAVY PASSENGER VEHICLE,category_LIGHT GOODS VEHICLE,category_LIGHT MOTOR VEHICLE,category_LIGHT PASSENGER VEHICLE,category_MEDIUM GOODS VEHICLE,category_MEDIUM MOTOR VEHICLE,category_MEDIUM PASSENGER VEHICLE,category_OTHER THAN MENTIONED ABOVE,category_THREE WHEELER (Invalid Carriage),category_THREE WHEELER(NT),category_THREE WHEELER(T),category_TWO WHEELER (Invalid Carriage),category_TWO WHEELER(NT),category_TWO WHEELER(T),category_Total
2023-02,2023,2,February,31309,0,208040,146,0,0,0,107213,0,0,13,1947,0,5922,1383457,715,2,0,0,0,30932,31515,10,917,0,0,0,0,0,1802138,1763,62552,649,3,1,2740,2,1,0,3197,77,50,106,3333,474,604,1239,834,822,22,564,33,24,105,69936,1307,6,0,450,1225328,1007,1079,0,18,8,0,25739,11339,278565,0,7,1041,0,18002,271,218,0,0,232,47,0,70,0,17,19,0,0,2,8937,34992,60,3,0,5166,421,3505,1948,0,0,24,2,9,0,0,2440,30728,1802138,260,26552,449,1469,51551,345515,15094,3043,1038,1455,6129,0,2093,74889,1503,1270050,1048,1802138
2023-03,2023,3,March,34391,0,239252,121,0,0,0,140920,0,0,23,1698,0,5957,1560533,12743,1,0,0,1,35187,37954,5,1052,0,0,0,0,0,2069838,4424,73557,852,317,7,3064,5,2,0,4619,89,49,175,3922,567,678,1512,925,1513,23,466,30,23,112,78286,1819,13,0,637,1397911,1311,1575,4,7,1,0,30410,17302,318804,0,10,1370,0,19957,385,267,1,0,366,94,0,51,3,24,39,0,0,1,11378,38551,84,6,0,5774,400,3708,1780,1,0,25,8,12,0,0,3210,37322,2069838,307,32187,578,2275,55158,397159,22618,3374,1119,2333,7151,0,2049,88486,4117,1449547,1380,2069838
2023-04,2023,4,April,29927,0,197430,122,0,0,0,111366,0,0,11,1545,0,5445,1320928,18139,0,0,0,0,33998,27867,6,643,0,0,0,0,0,1747427,2402,50271,757,125,4,2996,2,3,0,4717,69,72,264,3420,617,598,1067,746,1991,15,422,65,60,131,70951,740,8,0,487,1188177,1072,1703,2,158,5,0,26457,15145,268764,0,6,1240,0,16911,236,215,0,0,265,43,0,50,3,11,10,0,7,1,8513,30811,60,7,1,4845,354,3426,1623,3,0,18,6,7,0,0,2689,31583,1747427,281,30730,593,2087,47610,323435,20596,3538,877,2612,5486,0,470,73183,2119,1232564,1246,1747427
2023-05,2023,5,May,31107,0,207961,135,0,0,0,158471,0,0,22,1999,0,5247,1546364,25679,0,0,1,0,39282,26137,4,519,0,0,1,0,0,2042929,2456,64690,807,8,2,2488,6,5,0,4900,54,110,108,3427,646,682,1013,642,2335,14,380,81,30,151,62034,801,10,0,622,1448381,1158,1668,2,123,17,0,28965,16817,284022,0,5,1330,1,18060,261,351,0,0,289,110,0,45,9,14,13,0,16,1,8679,33782,73,6,1,5296,761,2880,1544,0,0,18,10,10,0,0,3112,36597,2042929,306,24486,591,2247,45552,352570,22742,3002,1004,2673,5528,0,73,82169,2149,1496501,1336,2042929
2023-06,2023,6,June,35393,0,230305,140,0,0,0,102641,0,0,13,2167,0,5711,1409925,31858,0,0,0,0,43546,26415,0,525,0,0,1,0,1,1888641,1984,89751,1624,7,11,1959,0,4,0,5119,59,103,28,3085,521,711,1070,654,3408,53,268,18,11,117,57547,3504,8,1,497,1269043,933,1902,1,15,8,0,27566,17607,278337,2,3,1165,0,15971,300,1298,0,0,376,409,2,42,3,16,11,0,17,1,8859,39052,84,11,0,5864,1238,3119,1293,1,0,13,10,13,0,0,2890,39044,1888641,346,20757,541,1754,45518,373495,25356,2460,977,3532,7688,0,101,89820,1638,1313490,1168,1888641
2023-07,2023,7,July,36195,0,219755,137,0,0,0,116615,0,0,4,2282,0,5139,1307955,36253,0,0,0,0,44993,23169,4,474,0,0,1,0,0,1792976,2438,84444,1222,6,2,1927,0,4,0,4851,42,52,74,2792,511,624,745,674,3429,13,250,43,33,126,58461,168,8,1,203,1187624,876,2025,1,12,3,0,27294,19757,265010,0,4,1023,40,15136,335,682,0,0,320,315,0,56,4,12,23,0,0,1,9650,41906,84,5,5,6207,760,3108,1226,0,0,10,14,6,0,0,2782,43517,1792976,315,19723,431,1445,46550,353907,27431,2843,773,3265,4262,0,89,97848,2123,1230904,1067,1792976
2023-08,2023,8,August,38523,0,209545,141,0,0,0,127205,0,0,54,2453,0,5438,1339253,44690,1,0,0,0,51736,25661,6,465,0,0,0,0,1,1845172,2473,68410,869,7,14,2183,0,0,0,4400,61,105,78,3198,445,670,765,703,2393,8,269,13,33,148,62005,147,13,0,107,1215680,961,2132,2,16,4,2,27026,23782,293827,1,7,966,0,14622,557,679,0,0,320,305,0,58,2,12,11,0,32,0,9693,44885,103,11,2,5323,775,3143,1440,0,0,4,4,8,0,0,3094,46166,1845172,292,21422,426,1472,47645,366917,30519,3135,807,2561,4607,0,103,103838,2180,1258275,973,1845172
2023-09,2023,9,September,39439,0,198114,296,0,0,0,128558,0,0,8,2541,0,4617,1401732,46478,0,0,1,0,56221,26788,1,425,0,0,0,0,0,1905219,2942,48988,1277,12,8,2232,0,3,0,4414,80,63,41,3546,607,674,1028,832,1502,10,389,19,42,83,66844,420,13,1,115,1267908,965,2012,1,11,1,0,29341,21964,311481,0,7,2425,0,15713,375,556,0,0,308,181,0,49,2,15,19,0,20,1,9611,46512,85,7,5,5112,578,2897,1089,0,0,13,5,13,0,0,3038,46714,1905219,297,23820,458,1826,49796,364399,27994,3144,928,2141,5476,0,85,105875,2643,1313905,2432,1905219
2023-10,2023,10,October,42054,0,217479,365,0,0,0,140392,0,0,40,3224,0,5589,1599573,53508,0,0,0,0,61213,27351,4,448,0,0,1,0,1,2151242,3561,55341,1377,11,3,2709,0,2,0,4297,62,53,204,3719,774,765,1299,835,1251,9,542,60,24,132,74262,615,12,1,134,1463089,1118,1813,3,137,7,0,31544,21929,336353,0,19,1597,0,17360,423,690,0,0,293,167,0,58,5,8,31,0,26,0,11016,50594,73,6,3,6522,451,3605,1444,0,0,19,6,15,0,0,3021,45743,2151242,277,27778,477,1840,55245,396591,27689,3710,982,1926,6287,0,72,110374,3282,1513096,1616,2151242
2023-11,2023,11,November,39872,0,213508,307,0,0,0,154187,0,0,49,2931,0,4983,2325655,62560,0,0,0,1,61113,26140,3,421,0,0,0,0,0,2891730,959,55025,989,76,11,2749,2,3,0,4252,54,75,170,3941,791,652,1242,780,861,9,615,23,20,93,70517,486,11,0,66,2189773,2131,1438,1,185,2,0,41332,19975,349649,0,11,1440,0,24349,357,597,0,0,391,156,0,47,0,13,19,0,1,1,10525,48413,96,6,0,6478,465,3130,1341,0,0,15,6,13,0,0,3188,41714,2891730,324,25274,399,2050,54263,409050,24539,3163,1023,1725,6346,0,94,103840,634,2257555,1451,2891730
2023-12,2023,12,December,31920,0,205065,392,0,0,0,141965,0,0,7,2390,0,6375,1511642,47242,1,0,0,0,45443,21891,4,300,0,0,8,0,1,2014646,1692,72193,750,216,41,2168,1,2,0,3730,101,89,169,3777,764,690,1199,590,868,8,548,31,14,177,60736,602,8,0,53,1409243,831,1269,7,124,3,0,27508,18338,277144,0,7,1615,0,15198,345,413,0,0,305,131,0,43,2,10,23,0,0,1,9545,39955,83,4,4,6134,715,4087,1519,1,0,6,11,16,0,0,3694,45095,2014646,295,21815,374,1789,47961,354327,22208,2897,1039,1592,6231,0,83,98288,1397,1452728,1622,2014646
2024-01,2024,1,January,39517,0,246087,442,0,0,0,145066,0,0,0,2555,0,6072,1558387,57165,1,0,0,1,69227,31265,10,623,0,0,0,0,0,2156418,1160,83253,785,24,31,2953,0,2,0,4778,86,61,65,4164,844,840,1348,625,886,6,608,27,37,98,74303,774,22,1,70,1418281,553,1901,14,15,4,0,28976,28192,370872,0,16,1120,0,16142,411,583,0,0,298,161,0,44,5,23,18,0,0,0,10719,45107,52,4,5,4692,910,3762,1365,0,0,12,10,28,0,0,3742,40530,2156418,319,27461,376,2457,54652,459029,33192,3276,990,1661,6964,0,51,100098,841,1463915,1136,2156418
2024-02,2024,2,February,37377,0,229938,402,0,0,0,141740,0,0,38,2654,0,6279,1498794,52616,1,0,0,0,53116,30452,5,475,0,0,0,1,1,2053889,2834,70482,1593,20,7,2626,0,4,0,5752,50,83,68,4445,799,865,1359,738,1138,10,589,20,27,136,70784,1223,16,1,84,1397867,454,2187,7,121,3,0,29089,23721,308426,0,9,1000,0,16328,413,582,0,0,410,151,0,21,3,24,35,0,0,1,11031,43927,69,12,4,4958,909,3857,1475,1,3,16,2,37,0,0,4442,36541,2053889,330,26481,400,2632,52103,384033,29889,3267,1197,2516,7832,0,68,95941,2504,1443687,1009,2053889
2024-03,2024,3,March,36308,0,231243,579,0,0,0,209899,0,1,41,2735,0,5661,1524172,52075,1,0,0,0,53230,27166,6,515,0,0,3227,0,1701,2148560,3510,72115,1017,11,69,2872,0,5,0,6627,56,58,27,4609,901,900,1375,744,1478,15,602,48,56,139,71514,1442,12,1,170,1485676,609,2278,9,18,9,0,29551,25815,296935,0,23,1457,30,18104,534,578,0,0,328,207,0,23,6,11,26,0,20,0,14481,48325,99,14,4,4910,457,3763,1357,1,0,12,18,43,0,0,5094,37362,2148560,327,27310,473,3243,51864,373985,32293,3142,1052,2614,8345,1,99,105261,3182,1533859,1510,2148560
2024-04,2024,4,April,32893,0,209305,630,0,0,0,113408,0,6,42,2115,0,4750,1717312,55679,0,0,0,1,59411,26751,7,575,0,0,2515,0,3081,2228481,1688,51450,846,2,25,3096,0,0,0,6619,41,81,20,4152,957,824,1287,618,2227,10,586,19,31,130,70459,865,11,0,134,1598895,664,2189,0,75,3,0,30829,24244,315224,0,10,1138,0,18101,522,526,0,0,418,194,0,29,3,15,6,0,18,0,9080,34966,63,4,8,4290,236,3264,1204,0,0,12,11,36,0,0,4215,31811,2228481,341,29406,437,2799,47506,371111,31608,3351,985,2768,7065,2,63,80072,1345,1648474,1148,2228481
2024-05,2024,5,May,37091,0,208859,461,0,0,20,123951,0,4,45,2453,0,4788,1576275,54363,0,0,0,0,57810,23096,2,490,0,1,16714,0,3506,2109929,1245,63945,776,13,8,2438,0,2,0,6840,31,59,30,3730,749,777,1118,557,3124,14,460,20,27,135,63312,900,13,1,79,1491166,554,2240,0,20,3,0,31093,24488,282738,1,10,1610,0,15668,524,541,0,0,393,144,0,22,0,21,14,0,27,0,9934,43229,78,9,4,5191,320,3265,1138,0,0,13,10,29,0,0,5533,39496,2109929,356,23566,403,2729,46733,350932,32421,3113,863,3275,6313,2,77,98191,885,1538450,1620,2109929
2024-06,2024,6,June,35423,0,197567,343,0,0,1,109470,0,0,39,2476,0,4262,1407191,50015,0,0,0,1,52963,20601,3,573,0,0,30677,0,4224,1915829,1078,65014,741,7,20,1967,0,1,0,6082,29,80,18,3163,673,734,859,564,4267,2,381,82,35,123,53967,595,11,0,70,1336000,493,2035,2,13,2,0,28225,22408,264099,0,5,1431,0,14940,477,443,0,0,469,136,0,11,4,15,8,2,11,2,8971,42690,97,9,1,5423,221,2946,1057,1,0,12,6,24,0,0,4610,37967,1915829,271,19161,372,2438,41549,332907,30305,2711,763,3759,5390,0,95,94238,807,1379626,1437,1915829
2024-07,2024,7,July,39442,0,221165,371,0,0,0,128694,0,2,16,2965,0,4134,1463258,54573,0,0,0,3,60725,22438,3,762,0,2,51494,0,7074,2057121,1925,72895,881,6,20,2755,1,3,0,6527,36,61,64,3134,534,740,792,518,3921,4,318,31,65,168,60330,593,8,0,59,1400604,665,2598,0,14,7,0,32112,25641,299921,0,4,1076,0,15086,542,602,0,0,470,146,5,18,4,11,9,44,11,0,10199,50589,73,9,6,6456,172,2808,1115,1,0,14,8,48,0,0,5186,44458,2057121,303,21215,350,2780,46965,376909,34258,3118,777,3634,5170,1,73,110428,1621,1448439,1080,2057121
2024-08,2024,8,August,41527,0,199211,343,0,0,0,107163,0,0,29,3348,0,4223,1367349,52021,0,0,0,0,59694,21232,6,667,0,1,50133,0,7803,1914750,1239,59915,821,10,30,2006,0,0,0,5335,51,61,143,2938,574,690,506,483,2607,7,333,67,86,113,57328,830,14,0,103,1298786,470,2382,7,13,4,0,30984,24358,291172,0,6,1519,0,12675,462,586,0,0,361,121,1,26,2,19,10,5,19,1,8651,48007,89,7,7,4732,153,2866,1163,0,0,10,9,36,0,0,4395,44346,1914750,230,18965,311,2298,43766,355146,31438,3098,668,2687,5222,4,89,105399,1005,1342899,1525,1914750
2024-09,2024,9,September,41162,0,190461,373,0,0,0,97480,0,0,48,2986,0,4196,1211649,50100,3,0,0,1,52690,19561,3,561,0,11,63009,0,6862,1741156,826,57093,802,4,10,2252,0,2,0,5280,40,54,15,3118,713,645,709,496,1900,6,519,29,10,141,58492,1073,32,0,77,1168193,369,1798,2,27,4,0,26030,21981,257341,0,9,2575,0,11867,406,528,1,0,334,146,0,22,3,15,8,11,26,0,9116,48716,87,8,5,4360,280,2717,1147,4,0,30,8,36,0,0,4569,44039,1741156,194,20102,350,2744,43576,318178,27515,3313,787,2328,5906,1,87,106440,631,1206420,2584,1741156
2024-10,2024,10,October,58478,0,254471,513,0,0,0,110636,12,0,40,3203,0,6623,2112033,68304,1,0,0,0,103765,32033,2,1029,0,14,109091,0,9943,2870191,1062,57191,1070,8,1,3185,2,0,0,6299,30,60,10,4571,1048,755,1304,874,1418,7,1031,12,28,140,77540,1102,12,1,70,2012379,542,2114,3,19,11,0,42124,27577,468175,0,12,2535,0,18064,513,1077,0,0,408,132,0,10,3,17,8,2,32,2,12719,60164,92,10,0,6124,137,4706,1710,10,1,9,12,42,0,0,5890,43975,2870191,331,25963,385,3656,59671,531987,33455,3742,918,2316,8558,0,92,122747,731,2073092,2547,2870191
2024-11,2024,11,November,48518,0,226498,403,0,0,0,96553,63,0,0,2701,0,6224,2602055,68426,1,0,0,0,61417,20756,0,634,0,6,96590,0,7083,3237928,1155,73652,1280,13,1,2715,0,2,0,4347,32,60,21,3955,813,623,1232,536,954,4,733,74,9,120,65636,944,55,0,44,2558083,881,1784,0,7,3,0,44494,21349,306158,1,4,1799,0,22393,382,556,0,0,354,122,5,19,4,17,16,0,1,0,10957,51438,117,9,1,5909,274,3605,2336,0,0,11,6,26,0,0,5425,40372,3237928,270,22156,277,2308,51609,385227,26393,3200,973,1785,6905,2,117,108192,883,2625828,1803,3237928
2024-12,2024,12,December,34597,0,222729,398,0,0,0,73338,109,2,11,2445,0,5767,1244269,41675,3,0,0,0,53387,19582,1,435,0,7,69821,0,7215,1775791,1689,92787,1212,8,0,2342,0,2,1,4385,44,50,18,4154,801,731,947,606,863,2,816,60,39,149,56240,961,14,0,45,1166776,322,1503,1,16,2,0,23985,17186,278836,1,3,2095,0,9442,382,543,0,0,340,89,2,10,3,23,16,0,9,0,9124,38023,68,7,2,5556,470,3762,1513,0,1,5,5,42,0,0,5826,40836,1775791,244,20164,364,2523,43966,376323,21766,2638,959,1577,7343,0,68,93809,1445,1200504,2098,1775791
2025-01,2025,1,January,47754,0,270308,548,0,0,0,78468,189,0,19,3435,0,6570,1612591,60896,2,0,0,1,105652,31773,8,1127,0,11,92837,0,9565,2321754,1972,86925,1172,6,9,2801,1,5,0,5880,44,56,20,5213,882,1027,1169,635,1138,3,866,55,41,190,79629,1401,68,0,67,1489900,397,2428,3,12,4,0,29636,32979,440390,1,7,1490,0,12202,539,1079,0,0,485,117,5,7,2,22,20,3,8,0,12046,50309,86,17,0,5063,359,4500,1680,4,0,12,10,80,0,0,5752,38825,2321754,331,26846,487,3177,59506,533422,39135,4111,982,2357,9120,0,86,106930,1641,1532126,1497,2321754
2025-02,2025,2,February,38940,0,210378,454,0,0,0,62736,131,0,27,2815,0,5167,1377562,57439,2,0,0,3,62943,19074,1,566,0,8,77455,0,7609,1923310,2893,59566,1056,7,3,2615,1,3,3,5516,74,42,35,4097,739,732,1083,502,1206,2,708,47,28,155,65235,1769,68,0,145,1320991,342,2145,1,25,5,0,26198,22400,284472,0,6,864,0,11810,503,962,0,0,402,132,0,5,0,25,11,0,2,0,10834,44534,68,11,3,4254,248,3304,1598,4,0,6,13,67,0,0,6388,32347,1923310,232,23662,292,2411,47610,349048,28530,3381,795,2413,7927,0,68,94101,2661,1359309,870,1923310
2025-03,2025,3,March,38239,0,236646,517,0,0,0,66043,134,2,52,2733,0,6174,1482134,80190,3,0,0,0,73904,19517,4,753,0,14,139298,0,9237,2155594,6559,66858,2081,9,4,3440,1,6,2,6830,30,69,93,5046,815,1001,1020,624,1928,4,722,32,45,188,72040,2164,17,3,153,1472559,473,2548,4,30,1,0,28681,23959,328313,0,8,1582,0,12941,579,755,0,0,503,159,3,5,1,21,17,7,42,2,11005,44978,87,8,1,5024,228,4257,1628,2,0,16,22,66,0,0,7216,36079,2155594,260,26048,415,3380,53276,400793,32275,3738,1094,2893,9538,2,87,99276,6297,1514632,1590,2155594
2025-04,2025,4,April,37040,0,219269,532,0,0,30,59253,157,0,39,2234,1,5356,1576747,205151,11,0,0,1,70515,21295,0,580,0,8,110138,0,9455,2317812,2009,55233,2363,5,8,3812,1,4,0,7127,53,58,41,3915,755,772,1067,503,2955,8,514,69,36,132,67343,1345,16,0,67,1650191,510,2618,2,22,9,0,29782,25702,331933,0,11,1322,0,13918,582,714,0,0,526,160,2,4,1,12,17,5,29,1,10320,42324,142,14,13,4371,261,3716,1289,45,0,14,5,45,0,0,7454,39515,2317812,255,28443,360,3173,45545,392204,35464,3961,863,3255,7073,0,142,99611,1754,1694376,1333,2317812
2025-05,2025,5,May,36497,0,213510,486,0,0,0,58079,118,3,30,2582,0,4343,1329315,379123,16,0,0,0,62395,17345,0,479,0,5,123381,0,8719,2236426,1904,65337,1299,6,5,2522,37,2,0,7481,40,71,62,3656,751,695,831,458,3346,6,394,75,62,129,59410,1366,21,0,38,1615905,624,2037,0,21,4,0,29158,23125,284919,0,5,1614,0,13042,489,568,0,0,539,156,2,5,0,29,15,14,21,0,10277,45434,138,17,1,5308,287,2973,1024,2,0,23,16,39,0,0,7968,40623,2236426,305,21458,398,3280,45000,353970,31423,3273,713,3631,6621,2,138,104299,1597,1658699,1619,2236426
2025-06,2025,6,June,37405,0,215840,601,0,0,0,51824,159,0,53,2811,0,4264,1068032,425584,31,0,1,8,63423,16417,4,509,0,6,130029,0,8572,2025573,1121,70425,1240,15,6,2206,142,3,0,7229,29,99,43,5706,957,957,639,478,4449,12,514,23,35,222,56780,937,22,2,40,1410862,348,1827,4,16,7,0,28277,23266,280170,1,2,1706,0,12250,419,548,0,0,568,192,1,3,0,26,35,49,22,1,9472,48841,94,13,4,5883,258,2861,974,0,0,8,16,27,0,0,6846,35345,2025573,245,18744,582,3075,45371,354180,31485,3012,911,4481,8595,1,94,100503,875,1451711,1708,2025573
2025-07,2025,7,July,40352,0,227748,781,0,0,9,57718,118,0,66,2821,0,3949,969803,449014,26,0,0,2,70944,17467,3,595,0,10,132698,0,9503,1983627,1289,81127,1496,8,9,2282,50,2,0,7544,21,85,29,2152,428,499,656,296,4163,5,187,52,16,80,59585,922,22,1,50,1320543,305,2572,4,36,6,0,28294,27266,304748,0,12,1475,0,11310,516,654,0,0,465,189,2,5,2,26,5,70,30,0,9872,54848,93,14,1,6715,211,2920,721,1,0,6,8,36,0,0,6808,39782,1983627,276,20093,207,3310,46967,389639,36607,3396,468,4181,4138,1,93,111310,1012,1360442,1487,1983627
2025-08,2025,8,August,38063,0,224020,832,0,0,0,52788,103,1,82,2584,0,4214,955967,475437,71,5,0,0,70338,17720,2,292,0,4,136042,0,9217,1987782,963,79216,1075,9,30,1835,54,1,0,7620,26,56,23,2255,434,462,485,317,3128,8,286,90,34,74,60678,1264,17,2,46,1339538,320,2236,4,65,2,0,28367,26930,302498,0,8,1834,0,11347,555,695,0,0,535,225,0,2,0,13,10,36,46,0,9703,50100,126,16,2,4763,159,3048,900,0,2,3,2,22,1,0,6212,36969,1987782,274,18635,184,4221,47152,385534,34235,3412,519,3671,4732,1,126,102984,688,1379572,1842,1987782
2025-09,2025,9,September,35265,0,194728,822,0,0,0,47482,60,0,72,2494,0,5073,843588,498262,651,156,0,0,66752,15191,0,34,0,1,137043,0,7650,1855324,1194,59422,1052,14,1,2032,58,3,0,5498,34,55,41,2708,512,483,547,394,1691,6,394,103,19,65,60361,1688,16,2,60,1257697,313,1617,9,181,2,0,26353,21859,286416,0,7,2147,0,10890,405,558,0,0,482,187,3,3,0,17,7,31,86,1,9576,49061,138,16,2,3714,125,4068,730,1,0,6,21,21,0,1,6033,34087,1855324,208,18779,174,2999,45486,350320,27157,3825,757,2498,5833,2,138,98757,984,1295253,2154,1855324
2025-10,2025,10,October,5803,0,30937,199,0,0,0,4971,7,0,0,248,0,670,206331,109132,353,114,0,0,15026,2665,0,0,0,0,20673,0,1468,398597,62,6361,122,1,0,273,0,0,0,643,3,11,14,375,78,65,106,74,145,0,70,1,0,11,10334,177,2,0,0,292993,60,227,0,2,0,0,5986,3083,61230,0,0,175,0,1911,53,115,0,0,54,24,0,0,0,2,1,0,1,0,1796,6224,4,0,0,577,23,579,67,0,0,1,0,4,0,0,852,3625,398597,14,2442,24,348,8525,68226,3737,440,141,237,789,0,4,12497,48,300950,175,398597
